Client,Project,Registered time,Billable time,Amount ()
,6.0 Minesweeper - Begins,04:43:52,,
,6.1 Minesweeper: objects and arrays,01:14:00,,
,6.2 Minesweeper: counting the boom,00:33:25,,
,"6.3 Minesweeper: win some, lose some",01:08:55,,
,6.4 Minesweeper: finishing touches,00:41:46,,
,6.5 Technical Blog,03:35:49,,
,6.6 Cultural Blog,03:37:31,,
,Sprint 6 Links,02:14:31,,
,Sprint 6 Reminders,01:23:42,,
